21 29
/global/tile_specs/texture8.txt.3X3
/global/tile_specs/texture.txt.test
/global/tile_specs/texture.txt.test
/global/tile_specs/texture.txt.test
-0.874878	-0.835724	0.013589	0.056076
-0.812317	-0.835724	0.050126	0.055814
-0.749756	-0.835724	0.085121	0.057343
-0.687195	-0.835724	0.120787	0.055801
-0.624633	-0.835724	0.155925	0.057382
-0.562072	-0.835724	0.190944	0.055793
-0.499511	-0.835724	0.225709	0.057960
-0.436950	-0.835724	0.260638	0.056342
-0.374389	-0.835724	0.294997	0.056949
-0.311828	-0.835724	0.330798	0.055945
-0.249267	-0.835724	0.365534	0.058338
-0.186706	-0.835724	0.400376	0.056287
-0.124145	-0.835724	0.435128	0.058696
-0.061584	-0.835724	0.469763	0.056629
0.000978	-0.835724	0.503849	0.058158
0.063539	-0.835724	0.538964	0.057078
0.126100	-0.835724	0.572721	0.057960
0.188661	-0.835724	0.608741	0.060009
0.251222	-0.835724	0.642410	0.058862
0.313783	-0.835724	0.676856	0.058589
0.376344	-0.835724	0.711684	0.059800
0.438905	-0.835724	0.746639	0.058862
0.501466	-0.835724	0.780212	0.059620
0.564027	-0.835724	0.814746	0.059878
0.626588	-0.835724	0.849696	0.060675
0.689150	-0.835724	0.882973	0.060960
0.751711	-0.835724	0.918406	0.060874
0.814272	-0.835724	0.954519	0.062722
0.876833	-0.835724	0.988892	0.061945
-0.874878	-0.752282	0.014791	0.102171
-0.812317	-0.752282	0.050103	0.101581
-0.749756	-0.752282	0.085229	0.101909
-0.687195	-0.752282	0.120613	0.104701
-0.624633	-0.752282	0.155725	0.101706
-0.562072	-0.752282	0.191127	0.103840
-0.499511	-0.752282	0.225784	0.102186
-0.436950	-0.752282	0.260516	0.103536
-0.374389	-0.752282	0.295096	0.103320
-0.311828	-0.752282	0.329916	0.103319
-0.249267	-0.752282	0.365487	0.102511
-0.186706	-0.752282	0.399712	0.103795
-0.124145	-0.752282	0.434173	0.103977
-0.061584	-0.752282	0.468716	0.103939
0.000978	-0.752282	0.504242	0.103206
0.063539	-0.752282	0.538138	0.104267
0.126100	-0.752282	0.573431	0.103437
0.188661	-0.752282	0.607181	0.104463
0.251222	-0.752282	0.642454	0.103866
0.313783	-0.752282	0.676581	0.104952
0.376344	-0.752282	0.710243	0.105807
0.438905	-0.752282	0.745999	0.106187
0.501466	-0.752282	0.779811	0.105677
0.564027	-0.752282	0.814412	0.105780
0.626588	-0.752282	0.849958	0.105344
0.689150	-0.752282	0.883605	0.106573
0.751711	-0.752282	0.918688	0.105395
0.814272	-0.752282	0.952986	0.106988
0.876833	-0.752282	0.987915	0.106064
-0.874878	-0.668840	0.015389	0.150503
-0.812317	-0.668840	0.050328	0.148648
-0.749756	-0.668840	0.083801	0.150505
-0.687195	-0.668840	0.119017	0.148401
-0.624633	-0.668840	0.156089	0.150641
-0.562072	-0.668840	0.190422	0.149498
-0.499511	-0.668840	0.225675	0.149622
-0.436950	-0.668840	0.260186	0.149837
-0.374389	-0.668840	0.295960	0.150523
-0.311828	-0.668840	0.330584	0.148606
-0.249267	-0.668840	0.365011	0.149882
-0.186706	-0.668840	0.400391	0.148794
-0.124145	-0.668840	0.434003	0.149562
-0.061584	-0.668840	0.469462	0.149098
0.000978	-0.668840	0.503092	0.149633
0.063539	-0.668840	0.538767	0.149220
0.126100	-0.668840	0.572810	0.150835
0.188661	-0.668840	0.607116	0.150661
0.251222	-0.668840	0.641700	0.150838
0.313783	-0.668840	0.676215	0.150907
0.376344	-0.668840	0.710675	0.151324
0.438905	-0.668840	0.745071	0.151411
0.501466	-0.668840	0.779612	0.151453
0.564027	-0.668840	0.814713	0.150555
0.626588	-0.668840	0.848671	0.152466
0.689150	-0.668840	0.883137	0.152504
0.751711	-0.668840	0.917690	0.152476
0.814272	-0.668840	0.952842	0.151752
0.876833	-0.668840	0.986553	0.153242
-0.874878	-0.585398	0.015087	0.194533
-0.812317	-0.585398	0.050612	0.195198
-0.749756	-0.585398	0.086188	0.195137
-0.687195	-0.585398	0.121224	0.197365
-0.624633	-0.585398	0.156170	0.194657
-0.562072	-0.585398	0.191139	0.197411
-0.499511	-0.585398	0.225486	0.195942
-0.436950	-0.585398	0.260443	0.195418
-0.374389	-0.585398	0.295977	0.194930
-0.311828	-0.585398	0.330131	0.196191
-0.249267	-0.585398	0.365465	0.194632
-0.186706	-0.585398	0.399727	0.196092
-0.124145	-0.585398	0.434872	0.195128
-0.061584	-0.585398	0.468740	0.195879
0.000978	-0.585398	0.503898	0.195154
0.063539	-0.585398	0.538114	0.196590
0.126100	-0.585398	0.573040	0.195121
0.188661	-0.585398	0.606939	0.196549
0.251222	-0.585398	0.642093	0.196227
0.313783	-0.585398	0.676733	0.198072
