-1.000000	-1.000000	0.016110	0.040533
-0.937439	-1.000000	0.048635	0.040775
-0.874878	-1.000000	0.079674	0.041005
-0.812317	-1.000000	0.112118	0.041246
-0.749756	-1.000000	0.144899	0.041490
-0.687195	-1.000000	0.176815	0.041727
-0.624633	-1.000000	0.208860	0.041965
-0.562072	-1.000000	0.240720	0.042201
-0.499511	-1.000000	0.272681	0.042438
-0.436950	-1.000000	0.304186	0.042672
-0.374389	-1.000000	0.335830	0.042907
-0.311828	-1.000000	0.367009	0.043139
-0.249267	-1.000000	0.398171	0.043370
-0.186706	-1.000000	0.429006	0.043599
-0.124145	-1.000000	0.460223	0.043831
-0.061584	-1.000000	0.489910	0.044051
0.000978	-1.000000	0.521209	0.044284
0.063539	-1.000000	0.551676	0.044510
0.126100	-1.000000	0.582449	0.044738
0.188661	-1.000000	0.612511	0.044962
0.251222	-1.000000	0.642599	0.045185
0.313783	-1.000000	0.671609	0.045401
0.376344	-1.000000	0.701706	0.045624
0.438905	-1.000000	0.732146	0.045850
0.501466	-1.000000	0.761946	0.046071
0.564027	-1.000000	0.791005	0.046287
0.626588	-1.000000	0.820746	0.046508
0.689150	-1.000000	0.850460	0.046728
0.751711	-1.000000	0.880050	0.046948
0.814272	-1.000000	0.908116	0.047157
0.876833	-1.000000	0.937886	0.047378
0.939394	-1.000000	0.966103	0.047587
1.000000	-1.000000	0.993892	0.047793
-1.000000	-0.919166	0.016628	0.078735
-0.937439	-0.919166	0.049137	0.078908
-0.874878	-0.919166	0.080190	0.079074
-0.812317	-0.919166	0.112621	0.079247
-0.749756	-0.919166	0.145370	0.079422
-0.687195	-0.919166	0.177289	0.079593
-0.624633	-0.919166	0.209311	0.079764
-0.562072	-0.919166	0.241159	0.079934
-0.499511	-0.919166	0.273068	0.080104
-0.436950	-0.919166	0.304564	0.080272
-0.374389	-0.919166	0.336176	0.080441
-0.311828	-0.919166	0.367343	0.080607
-0.249267	-0.919166	0.398487	0.080773
-0.186706	-0.919166	0.429311	0.080938
-0.124145	-0.919166	0.460482	0.081105
-0.061584	-0.919166	0.490198	0.081263
0.000978	-0.919166	0.521454	0.081430
0.063539	-0.919166	0.551901	0.081593
0.126100	-0.919166	0.582614	0.081757
0.188661	-0.919166	0.612677	0.081917
0.251222	-0.919166	0.642760	0.082078
0.313783	-0.919166	0.671778	0.082233
0.376344	-0.919166	0.701847	0.082393
0.438905	-0.919166	0.732233	0.082555
0.501466	-0.919166	0.762013	0.082714
0.564027	-0.919166	0.791089	0.082870
0.626588	-0.919166	0.820794	0.083028
0.689150	-0.919166	0.850487	0.083187
0.751711	-0.919166	0.880036	0.083344
0.814272	-0.919166	0.908143	0.083495
0.876833	-0.919166	0.937860	0.083653
0.939394	-0.919166	0.966004	0.083803
1.000000	-0.919166	0.993770	0.083952
